id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,idade_imovel,foi_reformado,comodos_totais,razao_lote_area,anos_desde_reforma,faixa_zipcode
1736800520,2015-04-03,662500.0,3.0,2.5,3560.0,9796.0,1.0,0,0,3,8,1560.0,1400.0,1965,0,98007,47.6007,-122.145,2210,8925,50,0,5.5,2.751685393258427,0,medio_alto
9212900260,2014-05-27,468000.0,2.0,1.0,1160.0,6000.0,1.0,0,0,4,7,860.0,300.0,1942,0,98115,47.69,-122.292,1330,6000,72,0,3.0,5.172413793103448,0,medio_alto
114101516,2014-05-28,310000.0,3.0,1.0,1430.0,19160.0,1.5,0,0,4,7,1430.0,0.0,1927,0,98028,47.7558,-122.229,1780,12697,87,0,4.0,13.398601398601398,0,medio_baixo
6054650070,2014-10-07,400000.0,3.0,1.75,1370.0,9680.0,1.0,0,0,4,7,1370.0,0.0,1977,0,98074,47.6127,-122.045,1370,10208,37,0,4.75,7.065693430656935,0,alto
1175000570,2015-03-12,530000.0,5.0,2.0,1810.0,4850.0,1.5,0,0,3,7,1810.0,0.0,1900,0,98107,47.67,-122.394,1360,4850,115,0,7.0,2.679558011049724,0,medio_alto
9297300055,2015-01-24,650000.0,4.0,3.0,2950.0,5000.0,2.0,0,3,3,9,1980.0,970.0,1979,0,98126,47.5714,-122.375,2140,4000,36,0,7.0,1.694915254237288,0,medio_baixo
1875500060,2014-07-31,395000.0,3.0,2.0,1890.0,14040.0,2.0,0,0,3,7,1890.0,0.0,1994,0,98019,47.7277,-121.962,1890,14018,20,0,5.0,7.428571428571429,0,medio_baixo
6865200140,2014-05-29,485000.0,4.0,1.0,1600.0,4300.0,1.5,0,0,4,7,1560.0,0.0,1916,0,98103,47.6648,-122.343,1610,4300,98,0,5.0,2.6875,0,medio_alto
16000397,2014-12-05,189000.0,2.0,1.0,1200.0,9850.0,1.0,0,0,4,7,1200.0,0.0,1921,0,98002,47.3089,-122.21,1060,5095,93,0,3.0,8.208333333333334,0,baixo
7983200060,2015-04-24,230000.0,3.0,1.0,1250.0,9774.0,1.0,0,0,4,7,1250.0,0.0,1969,0,98003,47.3343,-122.306,1280,8850,46,0,4.0,7.8192,0,baixo
6300500875,2014-05-14,385000.0,4.0,1.75,1620.0,4980.0,1.0,0,0,4,7,860.0,760.0,1947,0,98133,47.7025,-122.341,1400,4980,67,0,5.75,3.074074074074074,0,medio_baixo
2524049179,2014-08-26,2000000.0,3.0,2.75,3050.0,19160.0,1.0,0,4,3,9,2330.0,720.0,1968,0,98040,47.5316,-122.233,4110,20336,46,0,5.75,6.281967213114754,0,alto
7137970340,2014-07-03,285000.0,5.0,2.5,2270.0,6300.0,2.0,0,0,3,8,2270.0,0.0,1995,0,98092,47.3266,-122.169,2240,7005,19,0,7.5,2.7753303964757707,0,baixo
8091400200,2014-05-16,252700.0,2.0,1.5,1070.0,9643.0,1.0,0,0,3,7,1070.0,0.0,1985,0,98030,47.3533,-122.166,1220,8386,29,0,3.5,9.01214953271028,0,baixo
3814700200,2014-11-20,329000.0,3.0,2.25,2450.0,6500.0,2.0,0,0,4,8,2450.0,0.0,1985,0,98030,47.3739,-122.172,2200,6865,29,0,5.25,2.6530612244897958,0,baixo
1202000200,2014-11-03,233000.0,3.0,2.0,1710.0,4697.0,1.5,0,0,5,6,1710.0,0.0,1941,0,98002,47.3048,-122.218,1030,4705,73,0,5.0,2.7467836257309943,0,baixo
1794500383,2014-06-26,937000.0,3.0,1.75,2450.0,2691.0,2.0,0,0,3,8,1750.0,700.0,1915,0,98119,47.6386,-122.36,1760,3573,99,0,4.75,1.0983673469387756,0,alto
3303700376,2014-12-01,667000.0,3.0,1.0,1400.0,1581.0,1.5,0,0,5,8,1400.0,0.0,1909,0,98112,47.6221,-122.314,1860,3861,105,0,4.0,1.1292857142857142,0,alto
5101402488,2014-06-24,438000.0,3.0,1.75,1520.0,6380.0,1.0,0,0,3,7,790.0,730.0,1948,0,98115,47.695,-122.304,1520,6235,66,0,4.75,4.197368421052632,0,medio_alto
1873100390,2015-03-02,719000.0,4.0,2.5,2570.0,7173.0,2.0,0,0,3,8,2570.0,0.0,2005,0,98052,47.7073,-122.11,2630,6026,10,0,6.5,2.7910505836575874,0,medio_alto
8562750320,2014-11-10,580500.0,3.0,2.5,2320.0,3980.0,2.0,0,0,3,8,2320.0,0.0,2003,0,98027,47.5391,-122.07,2580,3980,11,0,5.5,1.7155172413793103,0,medio_alto
2426039314,2014-12-01,280000.0,2.0,1.5,1190.0,1265.0,3.0,0,0,3,7,1190.0,0.0,2005,0,98133,47.7274,-122.357,1390,1756,9,0,3.5,1.0630252100840336,0,medio_baixo
461000390,2014-06-24,687500.0,4.0,1.75,2330.0,5000.0,1.5,0,0,4,7,1510.0,820.0,1929,0,98117,47.6823,-122.368,1460,5000,85,0,5.75,2.1459227467811157,0,medio_alto
7589200193,2014-11-10,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8,1090.0,0.0,1929,0,98117,47.6889,-122.375,1570,5080,85,0,4.0,2.7522935779816513,0,medio_alto
7955080270,2014-12-03,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7,1280.0,780.0,1981,0,98058,47.4276,-122.157,2020,8720,33,0,6.75,3.2325242718446603,0,baixo
9547205180,2014-06-13,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8,1510.0,790.0,1930,2002,98115,47.6827,-122.31,1590,3264,84,1,5.5,1.3304347826086957,12,medio_alto
9435300030,2014-05-28,550000.0,4.0,1.0,1660.0,19160.0,1.0,0,0,1,5,930.0,730.0,1933,0,98052,47.6621,-122.132,2160,11467,81,0,5.0,11.542168674698795,0,medio_alto
2768000400,2014-12-30,640000.0,4.0,2.0,2360.0,6000.0,2.0,0,0,4,8,2360.0,0.0,1904,0,98107,47.6702,-122.362,1730,4700,110,0,6.0,2.542372881355932,0,medio_alto
7895500070,2015-02-13,240000.0,4.0,1.0,1220.0,8075.0,1.0,0,0,2,7,890.0,330.0,1969,0,98001,47.3341,-122.282,1290,7800,46,0,5.0,6.618852459016393,0,baixo
2078500320,2014-06-20,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8,2620.0,0.0,1996,0,98056,47.5301,-122.18,2620,11884,18,0,6.5,2.882824427480916,0,medio_baixo
5547700270,2014-07-15,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9,2570.0,0.0,2000,0,98074,47.6145,-122.027,2470,5669,14,0,6.5,2.1478599221789882,0,alto
7766200013,2014-08-11,775000.0,4.0,2.25,4220.0,19160.0,1.0,0,0,3,8,2600.0,1400.0,1984,0,98166,47.445,-122.347,2410,30617,30,0,6.25,4.540284360189573,0,medio_baixo
7203220400,2014-07-07,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9,3595.0,0.0,2014,0,98053,47.6848,-122.016,3625,5639,0,0,7.75,1.568567454798331,0,alto
9270200160,2014-10-28,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7,1570.0,0.0,1922,0,98119,47.6413,-122.364,1580,2640,92,0,4.0,1.4522292993630572,0,alto
1432701230,2014-07-29,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6,920.0,360.0,1959,0,98058,47.4485,-122.175,1340,8808,55,0,4.0,7.54375,0,baixo
8035350320,2014-07-18,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8,3160.0,0.0,2003,0,98019,47.7443,-121.977,3050,9232,11,0,5.5,4.304746835443038,0,medio_baixo
8945200830,2015-03-25,210490.0,3.0,1.0,990.0,8528.0,1.0,0,0,3,6,990.0,0.0,1966,0,98023,47.3066,-122.371,1228,8840,49,0,4.0,8.614141414141415,0,baixo
4178300310,2014-07-16,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9,2290.0,0.0,1981,0,98007,47.6194,-122.151,2680,13685,33,0,6.5,5.858515283842795,0,medio_alto
9215400105,2015-04-28,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7,1250.0,0.0,1953,0,98115,47.6796,-122.301,970,5100,62,0,4.75,4.7704,0,medio_alto
822039084,2015-03-11,1350000.0,3.0,2.5,2753.0,19160.0,1.0,1,2,5,9,2165.0,588.0,1953,0,98070,47.4041,-122.451,2680,72513,62,0,5.5,6.9596803487104975,0,medio_baixo
5245600105,2014-09-16,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7,1190.0,0.0,1955,0,98148,47.4258,-122.322,1190,9364,59,0,4.0,7.730252100840336,0,baixo
7231300125,2015-02-17,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8,1640.0,1400.0,1966,0,98056,47.4934,-122.189,1990,9133,49,0,7.5,2.89968253968254,0,medio_baixo
7518505990,2014-12-31,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7,1000.0,410.0,1950,0,98117,47.6808,-122.384,1410,4080,64,0,4.75,2.893617021276596,0,medio_alto
3626039271,2015-02-05,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7,990.0,990.0,1981,0,98117,47.6989,-122.369,1480,6738,34,0,3.75,4.318181818181818,0,medio_alto
4217401195,2015-03-03,920000.0,5.0,2.25,2730.0,6000.0,1.5,0,0,3,8,2130.0,600.0,1927,0,98105,47.6571,-122.281,2730,6000,88,0,7.25,2.197802197802198,0,alto
9822700295,2014-05-12,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9,2830.0,0.0,1995,0,98105,47.6597,-122.29,1950,5000,19,0,6.5,1.7667844522968197,0,alto
9478500640,2014-08-19,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7,2250.0,0.0,2008,0,98042,47.3663,-122.114,2250,4500,6,0,6.5,1.9977777777777779,0,baixo
2799800710,2015-04-07,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8,2420.0,0.0,2003,0,98042,47.3663,-122.122,2690,4750,12,0,5.5,1.962809917355372,0,baixo
7922800400,2014-08-27,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8,3250.0,0.0,1968,0,98008,47.588,-122.116,2960,11044,46,0,8.25,4.412923076923077,0,alto
8079040320,2015-02-23,430000.0,4.0,3.0,1850.0,9976.0,2.0,0,0,3,8,1850.0,0.0,1991,0,98059,47.5059,-122.149,2270,8542,24,0,7.0,5.392432432432432,0,medio_alto
1516000055,2014-12-10,650000.0,3.0,2.25,2150.0,19160.0,1.0,0,3,4,8,1590.0,560.0,1959,0,98166,47.4336,-122.339,2570,18900,55,0,5.25,8.911627906976744,0,medio_baixo
9558200045,2014-08-28,289000.0,3.0,1.75,1260.0,8400.0,1.0,0,0,3,7,1260.0,0.0,1954,0,98148,47.4366,-122.335,1290,8750,60,0,4.75,6.666666666666667,0,baixo
5072410070,2014-10-21,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8,2519.0,0.0,1973,0,98166,47.4428,-122.344,2500,9500,41,0,4.75,3.449781659388646,0,medio_baixo
9528102996,2014-12-07,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,0,3,8,1540.0,0.0,2014,0,98115,47.6765,-122.32,1580,3090,0,0,4.75,0.6779220779220779,0,medio_alto
1189001180,2014-06-03,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7,1110.0,550.0,1979,0,98122,47.6113,-122.297,1440,4080,35,0,5.25,3.6144578313253013,0,medio_alto
3253500160,2014-11-20,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7,1770.0,1000.0,1925,0,98144,47.5747,-122.304,1440,4000,89,0,5.75,1.3750902527075812,0,medio_alto
3394100030,2014-09-09,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10,2720.0,0.0,1989,0,98004,47.5815,-122.192,2750,11049,25,0,6.5,4.062132352941177,0,alto
3717000160,2014-10-09,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7,2240.0,0.0,2005,0,98001,47.3378,-122.257,2221,4557,9,0,6.5,2.075,0,baixo
1274500060,2014-08-25,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7,1000.0,0.0,1968,0,98042,47.3621,-122.11,1010,12635,46,0,4.0,12.07,0,baixo
1802000060,2014-06-12,1325000.0,5.0,2.25,3200.0,19160.0,1.0,0,0,3,8,1600.0,1400.0,1965,0,98004,47.6303,-122.215,3390,20158,49,0,7.25,5.9875,0,alto
1525059190,2014-09-12,1040000.0,5.0,3.25,4234.5,19160.0,1.0,0,0,4,11,3070.0,1400.0,1973,0,98005,47.6525,-122.16,3530,38917,41,0,8.25,4.5247372771283505,0,alto
1049000060,2015-01-05,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7,1260.0,0.0,1972,0,98034,47.7362,-122.179,1640,4745,43,0,5.0,4.453968253968254,0,medio_alto
8820901275,2014-06-10,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7,2250.0,500.0,1916,0,98125,47.7168,-122.287,1510,7807,98,0,6.0,2.838909090909091,0,medio_baixo
5416510140,2014-07-10,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8,2380.0,0.0,2005,0,98038,47.3608,-122.036,2420,5000,9,0,6.5,2.100840336134454,0,medio_baixo
3444100400,2015-03-16,349000.0,3.0,1.75,1790.0,19160.0,1.0,0,0,5,7,1090.0,700.0,1965,0,98042,47.3511,-122.073,1940,50529,50,0,4.75,10.703910614525139,0,baixo
3276920270,2014-11-05,832500.0,4.0,3.625,3430.0,19160.0,2.0,0,0,4,10,2390.0,1040.0,1986,0,98075,47.5822,-121.987,3240,35020,28,0,7.625,5.58600583090379,0,alto
4036801170,2014-10-13,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7,880.0,880.0,1956,0,98008,47.6034,-122.125,1680,7500,58,0,5.75,4.1477272727272725,0,alto
2391600320,2015-04-20,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7,1040.0,0.0,1941,0,98116,47.5636,-122.394,890,5060,74,0,4.0,4.865384615384615,0,medio_alto
6300000287,2014-06-09,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7,910.0,500.0,1956,0,98133,47.7073,-122.34,1130,5693,58,0,4.0,3.5886524822695036,0,medio_baixo
1531000030,2015-03-23,720000.0,4.0,2.5,3450.0,19160.0,2.0,0,0,3,10,3450.0,0.0,2002,0,98010,47.342,-122.025,3350,39750,13,0,6.5,5.553623188405797,0,medio_baixo
5104520400,2014-12-02,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8,2350.0,0.0,2003,0,98038,47.3512,-122.008,2350,5363,11,0,5.5,2.1702127659574466,0,medio_baixo
7437100340,2014-12-22,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7,1900.0,0.0,1992,0,98038,47.349,-122.031,1870,6405,22,0,6.5,3.099473684210526,0,medio_baixo
9418400240,2014-10-28,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7,1010.0,1010.0,1948,0,98118,47.5474,-122.291,1720,6720,66,0,3.0,3.3267326732673266,0,medio_baixo
1523059105,2015-01-28,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8,1680.0,0.0,1964,0,98059,47.4811,-122.149,1850,8797,51,0,4.5,5.185714285714286,0,medio_alto
1133000671,2014-06-02,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6,960.0,0.0,1952,0,98125,47.7264,-122.31,1570,7203,62,0,4.0,6.910416666666666,0,medio_baixo
4232902595,2014-11-14,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9,1900.0,240.0,1925,0,98119,47.6337,-122.365,2020,4800,89,0,4.5,1.6822429906542056,0,alto
2599001200,2014-11-03,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7,2660.0,0.0,1961,0,98092,47.2909,-122.189,1590,8165,53,0,7.25,3.1578947368421053,0,baixo
3342103156,2014-06-18,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9,1980.0,790.0,2006,0,98056,47.5228,-122.199,1900,7349,8,0,6.25,2.266425992779783,0,medio_baixo
1332700270,2014-05-19,215000.0,2.0,2.25,1610.0,2040.0,2.0,0,0,4,7,1610.0,0.0,1979,0,98056,47.518,-122.194,1950,2025,35,0,4.25,1.2670807453416149,0,medio_baixo
3869900162,2014-09-04,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7,765.0,265.0,2006,0,98136,47.5394,-122.387,1030,1106,8,0,3.75,1.0349514563106796,0,medio_alto
2791500270,2014-05-22,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7,1980.0,0.0,1988,0,98023,47.2897,-122.372,1980,7510,26,0,6.5,3.738888888888889,0,baixo
5036300431,2015-03-11,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10,3520.0,0.0,2001,0,98199,47.6506,-122.391,2520,6250,14,0,7.75,1.8048295454545455,0,alto
4168000060,2015-02-26,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,0,3,7,1200.0,0.0,1962,0,98023,47.322,-122.351,1350,10500,53,0,4.0,8.75,0,baixo
6021501535,2014-07-25,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570,4500,75,0,4.5,3.1645569620253164,0,medio_alto
6021501535,2014-12-23,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570,4500,75,0,4.5,3.1645569620253164,0,medio_alto
1483300570,2014-09-08,905000.0,4.0,2.5,3300.0,10250.0,1.0,0,0,3,7,2390.0,910.0,1946,1991,98040,47.5873,-122.249,1950,6045,68,1,6.5,3.106060606060606,23,alto
3422049190,2015-03-30,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7,1960.0,0.0,1967,0,98032,47.3576,-122.277,1750,15616,48,0,4.75,8.000510204081632,0,baixo
1099611230,2014-09-12,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7,1160.0,0.0,1975,0,98023,47.3036,-122.378,1160,6400,39,0,5.5,5.517241379310345,0,baixo
722079104,2014-07-11,314000.0,3.0,1.75,1810.0,19160.0,1.0,0,0,5,7,1210.0,600.0,1980,0,98038,47.4109,-121.958,1650,135036,34,0,4.75,10.585635359116022,0,medio_baixo
7338200240,2014-05-16,437500.0,3.0,2.5,2320.0,19160.0,2.0,0,2,3,9,2320.0,0.0,1992,0,98045,47.4838,-121.714,2550,35065,22,0,5.5,8.258620689655173,0,medio_baixo
1952200240,2014-06-11,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270.0,800.0,1910,0,98102,47.6415,-122.315,2200,4500,104,0,5.5,6.396618357487923,0,alto
5200100125,2014-10-27,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440.0,540.0,1929,0,98117,47.6775,-122.372,1610,3478,85,0,5.0,1.7565656565656567,0,medio_alto
7214720075,2014-12-12,699950.0,3.0,2.25,2190.0,19160.0,2.0,0,0,4,8,2190.0,0.0,1983,0,98077,47.7731,-122.08,2570,47777,31,0,5.25,8.748858447488585,0,alto
2450000295,2014-10-07,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920.0,0.0,1950,2010,98004,47.5814,-122.196,2370,8113,64,1,5.5,2.7784246575342464,4,alto
6197800045,2014-09-24,290000.0,3.0,1.0,1210.0,19160.0,1.0,0,0,3,7,1210.0,0.0,1954,0,98058,47.4375,-122.184,1640,14910,60,0,4.0,15.834710743801653,0,baixo
1328310370,2015-04-02,375000.0,3.0,2.5,2340.0,10005.0,1.0,0,0,4,8,1460.0,880.0,1978,0,98058,47.4431,-122.133,2250,8162,37,0,5.5,4.2756410256410255,0,baixo
546000875,2014-05-23,460000.0,3.0,1.0,1670.0,4005.0,1.5,0,0,4,7,1170.0,500.0,1939,0,98117,47.6878,-122.38,1240,4005,75,0,4.0,2.3982035928143715,0,medio_alto
3530510041,2014-07-23,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240.0,0.0,1985,0,98198,47.3813,-122.322,1270,4966,29,0,3.75,2.0104838709677417,0,baixo
1853000400,2015-03-05,680000.0,4.0,2.5,3140.0,19160.0,2.0,0,0,4,10,3140.0,0.0,1991,0,98077,47.7304,-122.082,2990,35001,24,0,6.5,6.101910828025478,0,alto
3134100116,2014-08-27,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030.0,0.0,1942,0,98052,47.6417,-122.109,2500,9433,72,0,6.75,6.079802955665024,0,medio_alto
9545230140,2014-07-25,597750.0,4.0,2.5,2310.0,9624.0,2.0,0,0,3,8,2310.0,0.0,1984,0,98027,47.5386,-122.053,1940,9636,30,0,6.5,4.166233766233766,0,medio_alto
3362400511,2015-03-04,570000.0,3.0,1.75,1260.0,3328.0,1.0,0,0,5,6,700.0,560.0,1905,0,98103,47.6823,-122.349,1380,3536,110,0,4.75,2.641269841269841,0,medio_alto
2525310310,2014-09-16,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160.0,380.0,1980,0,98038,47.3624,-122.031,1540,11656,34,0,4.75,8.181818181818182,0,medio_baixo
6126500060,2014-11-24,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080.0,1000.0,1971,0,98108,47.5474,-122.295,2090,5500,43,0,4.75,2.8697115384615386,0,medio_baixo
8961960160,2014-10-28,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520.0,710.0,2001,0,98001,47.3183,-122.253,2640,8517,13,0,6.5,5.006501547987616,0,baixo
3626039325,2014-11-21,740500.0,3.0,3.5,4234.5,6350.0,2.0,0,0,3,8,2780.0,1400.0,1900,1999,98117,47.6981,-122.368,1830,6350,114,1,6.5,1.499586728067068,15,medio_alto
3362400431,2014-06-26,518500.0,3.0,3.5,1590.0,1102.0,3.0,0,0,3,8,1590.0,0.0,2010,0,98103,47.6824,-122.347,1620,3166,4,0,6.5,0.6930817610062893,0,medio_alto
4060000240,2014-06-23,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880.0,0.0,1945,0,98178,47.5009,-122.248,1190,6780,69,0,3.0,7.704545454545454,0,baixo
3454800060,2015-01-08,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570.0,0.0,1950,0,98168,47.4965,-122.303,1880,9000,65,0,6.0,6.114649681528663,0,baixo
1695900060,2015-05-11,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610.0,0.0,1925,0,98144,47.587,-122.294,1610,4040,90,0,5.0,1.8521739130434782,0,medio_alto
7278700070,2015-01-02,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560.0,840.0,1964,0,98177,47.7728,-122.386,2340,10856,51,0,5.5,2.6975,0,alto
6675500070,2014-11-19,391500.0,3.0,2.0,1450.0,9132.0,1.0,0,0,3,7,1450.0,0.0,1987,0,98034,47.7288,-122.226,1580,9104,27,0,5.0,6.297931034482759,0,medio_alto
3626039187,2015-04-06,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770.0,0.0,1953,0,98117,47.6999,-122.364,1710,6000,62,0,3.0,7.792207792207792,0,medio_alto
3524049083,2014-11-04,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720.0,380.0,1924,0,98118,47.5299,-122.266,1850,4400,90,0,5.75,2.0952380952380953,0,medio_baixo
3275860240,2014-06-18,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910.0,0.0,1990,0,98052,47.6897,-122.098,2700,13992,24,0,5.25,3.506529209621993,0,medio_alto
4389200955,2015-03-02,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980.0,770.0,1914,1992,98004,47.6141,-122.212,3060,11275,101,1,6.75,6.468727272727273,23,alto
4058801670,2014-07-17,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620.0,480.0,1967,0,98178,47.5091,-122.244,2660,8712,47,0,5.25,3.9052380952380954,0,baixo
8732020310,2014-07-17,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360.0,800.0,1978,0,98023,47.3129,-122.39,2090,8400,36,0,6.25,4.079166666666667,0,baixo
2331300505,2014-06-13,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720.0,600.0,1926,0,98103,47.6763,-122.352,1700,4960,88,0,8.5,2.1379310344827585,0,medio_alto
7853210060,2015-04-06,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070.0,0.0,2004,0,98065,47.5319,-121.85,1970,3748,11,0,6.5,2.082125603864734,0,medio_alto
3668000070,2015-01-05,212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7,1060.0,0.0,1986,0,98092,47.2761,-122.152,1420,7680,29,0,4.75,7.429245283018868,0,baixo
9545240070,2015-04-28,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440.0,570.0,1986,0,98027,47.5343,-122.054,2060,9793,29,0,6.25,4.777611940298508,0,medio_alto
