id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price,log_sqft_lot
1736800520,20150403T000000,662500.0,3.0,2.5,3560.0,9796.0,1.0,0,0,3,8,1560.0,1400.0,1965,0,98007,47.6007,-122.145,2210,8925,13.403777346275337,9.189831495344642
9212900260,20140527T000000,468000.0,2.0,1.0,1160.0,6000.0,1.0,0,0,4,7,860.0,300.0,1942,0,98115,47.69,-122.292,1330,6000,13.056225711649638,8.699681400989514
114101516,20140528T000000,310000.0,3.0,1.0,1430.0,19160.0,1.5,0,0,4,7,1430.0,0.0,1927,0,98028,47.7558,-122.229,1780,12697,12.644330802262578,9.898575508175107
6054650070,20141007T000000,400000.0,3.0,1.75,1370.0,9680.0,1.0,0,0,4,7,1370.0,0.0,1977,0,98074,47.6127,-122.045,1370,10208,12.899222326086994,9.177920480720072
1175000570,20150312T000000,530000.0,5.0,2.0,1810.0,4850.0,1.5,0,0,3,7,1810.0,0.0,1900,0,98107,47.67,-122.394,1360,4850,13.180634172318978,8.486940148245216
9297300055,20150124T000000,650000.0,4.0,3.0,2950.0,5000.0,2.0,0,3,3,9,1980.0,970.0,1979,0,98126,47.5714,-122.375,2140,4000,13.384729180332174,8.517393171418904
1875500060,20140731T000000,395000.0,3.0,2.0,1890.0,14040.0,2.0,0,0,3,7,1890.0,0.0,1994,0,98019,47.7277,-121.962,1890,14018,12.886643575525625,9.549736900114642
6865200140,20140529T000000,485000.0,4.0,1.0,1600.0,4300.0,1.5,0,0,4,7,1560.0,0.0,1916,0,98103,47.6648,-122.343,1610,4300,13.091906231773164,8.366602832783736
16000397,20141205T000000,189000.0,2.0,1.0,1200.0,9850.0,1.0,0,0,4,7,1200.0,0.0,1921,0,98002,47.3089,-122.21,1060,5095,12.149507585033072,9.19532825185568
7983200060,20150424T000000,230000.0,3.0,1.0,1250.0,9774.0,1.0,0,0,4,7,1250.0,0.0,1969,0,98003,47.3343,-122.306,1280,8850,12.345838935721968,9.187583384853566
6300500875,20140514T000000,385000.0,4.0,1.75,1620.0,4980.0,1.0,0,0,4,7,860.0,760.0,1947,0,98133,47.7025,-122.341,1400,4980,12.861001210669146,8.513385953073284
2524049179,20140826T000000,2000000.0,3.0,2.75,3050.0,19160.0,1.0,0,4,3,9,2330.0,720.0,1968,0,98040,47.5316,-122.233,4110,20336,14.508658238524095,10.711480124765114
7137970340,20140703T000000,285000.0,5.0,2.5,2270.0,6300.0,2.0,0,0,3,8,2270.0,0.0,1995,0,98092,47.3266,-122.169,2240,7005,12.560247968016562,8.748463629942055
8091400200,20140516T000000,252700.0,2.0,1.5,1070.0,9643.0,1.0,0,0,3,7,1070.0,0.0,1985,0,98030,47.3533,-122.166,1220,8386,12.43996225063003,9.174091239301061
3814700200,20141120T000000,329000.0,3.0,2.25,2450.0,6500.0,2.0,0,0,4,8,2450.0,0.0,1985,0,98030,47.3739,-122.172,2200,6865,12.703816069256568,8.77971129020447
1202000200,20141103T000000,233000.0,3.0,2.0,1710.0,4697.0,1.5,0,0,5,6,1710.0,0.0,1941,0,98002,47.3048,-122.218,1030,4705,12.358798024384122,8.454892165218858
1794500383,20140626T000000,937000.0,3.0,1.75,2450.0,2691.0,2.0,0,0,3,8,1750.0,700.0,1915,0,98119,47.6386,-122.36,1760,3573,13.75043962845585,7.898039690764619
3303700376,20141201T000000,667000.0,3.0,1.0,1400.0,1581.0,1.5,0,0,5,8,1400.0,0.0,1909,0,98112,47.6221,-122.314,1860,3861,13.410546824147012,7.366445148327599
5101402488,20140624T000000,438000.0,3.0,1.75,1520.0,6380.0,1.0,0,0,3,7,790.0,730.0,1948,0,98115,47.695,-122.304,1520,6235,12.989976472461,8.761080103868347
1873100390,20150302T000000,719000.0,4.0,2.5,2570.0,7173.0,2.0,0,0,3,8,2570.0,0.0,2005,0,98052,47.7073,-122.11,2630,6026,13.4856180275228,8.878218658092228
8562750320,20141110T000000,580500.0,3.0,2.5,2320.0,3980.0,2.0,0,0,3,8,2320.0,0.0,2003,0,98027,47.5391,-122.07,2580,3980,13.271646802771485,8.289288323000317
2426039314,20141201T000000,280000.0,2.0,1.5,1190.0,1265.0,3.0,0,0,3,7,1190.0,0.0,2005,0,98133,47.7274,-122.357,1390,1756,12.54254845357358,7.143617602704121
461000390,20140624T000000,687500.0,4.0,1.75,2330.0,5000.0,1.5,0,0,4,7,1510.0,820.0,1929,0,98117,47.6823,-122.368,1460,5000,13.44081856306726,8.517393171418904
7589200193,20141110T000000,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8,1090.0,0.0,1929,0,98117,47.6889,-122.375,1570,5080,13.190023895035274,8.006700845440367
7955080270,20141203T000000,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7,1280.0,780.0,1981,0,98058,47.4276,-122.157,2020,8720,12.683861515988351,8.803874763534434
9547205180,20140613T000000,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8,1510.0,790.0,1930,2002,98115,47.6827,-122.31,1590,3264,13.453106376097134,8.026496938945412
9435300030,20140528T000000,550000.0,4.0,1.0,1660.0,19160.0,1.0,0,0,1,5,930.0,730.0,1933,0,98052,47.6621,-122.132,2160,11467,13.217675375388819,10.458779721372386
2768000400,20141230T000000,640000.0,4.0,2.0,2360.0,6000.0,2.0,0,0,4,8,2360.0,0.0,1904,0,98107,47.6702,-122.362,1730,4700,13.369225017834633,8.699681400989514
7895500070,20150213T000000,240000.0,4.0,1.0,1220.0,8075.0,1.0,0,0,2,7,890.0,330.0,1969,0,98001,47.3341,-122.282,1290,7800,12.388398368982115,8.996651979432729
2078500320,20140620T000000,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8,2620.0,0.0,1996,0,98056,47.5301,-122.18,2620,11884,13.312985389904174,8.929832503272403
5547700270,20140715T000000,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9,2570.0,0.0,2000,0,98074,47.6145,-122.027,2470,5669,13.345508528717259,8.616314282284044
7766200013,20140811T000000,775000.0,4.0,2.25,4220.0,19160.0,1.0,0,0,3,8,2600.0,1400.0,1984,0,98166,47.445,-122.347,2410,30617,13.560619598657233,10.093570577723847
7203220400,20140707T000000,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9,3595.0,0.0,2014,0,98053,47.6848,-122.016,3625,5639,13.667000108756058,8.637639344492104
9270200160,20141028T000000,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7,1570.0,0.0,1922,0,98119,47.6413,-122.364,1580,2640,13.437175577097312,7.732369222284388
1432701230,20140729T000000,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6,920.0,360.0,1959,0,98058,47.4485,-122.175,1340,8808,12.6410997921206,9.175438319966918
8035350320,20140718T000000,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8,3160.0,0.0,2003,0,98019,47.7443,-121.977,3050,9232,13.098072734013513,9.518119146127086
8945200830,20150325T000000,210490.0,3.0,1.0,990.0,8528.0,1.0,0,0,3,6,990.0,0.0,1966,0,98023,47.3066,-122.371,1228,8840,12.257198175846119,9.05122740031911
4178300310,20140716T000000,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9,2290.0,0.0,1981,0,98007,47.6194,-122.151,2680,13685,13.573440270649085,9.504277838590472
9215400105,20150428T000000,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7,1250.0,0.0,1953,0,98115,47.6796,-122.301,970,5100,13.017005083966255,8.69349667588463
822039084,20150311T000000,1350000.0,3.0,2.5,2753.0,19160.0,1.0,1,2,5,9,2165.0,588.0,1953,0,98070,47.4041,-122.451,2680,72513,14.115615891155079,11.08223485230999
5245600105,20140916T000000,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7,1190.0,0.0,1955,0,98148,47.4258,-122.322,1190,9364,12.337105293891872,9.126958763037132
7231300125,20150217T000000,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8,1640.0,1400.0,1966,0,98056,47.4934,-122.189,1990,9133,12.75130259456002,9.119868468812108
7518505990,20141231T000000,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7,1000.0,410.0,1950,0,98117,47.6808,-122.384,1410,4080,13.304686600863562,8.314097335405807
3626039271,20150205T000000,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7,990.0,990.0,1981,0,98117,47.6989,-122.369,1480,6738,13.279368835614243,9.053803514155955
4217401195,20150303T000000,920000.0,5.0,2.25,2730.0,6000.0,1.5,0,0,3,8,2130.0,600.0,1927,0,98105,47.6571,-122.281,2730,6000,13.732130035981154,8.699681400989514
9822700295,20140512T000000,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9,2830.0,0.0,1995,0,98105,47.6597,-122.29,1950,5000,13.69334405393293,8.517393171418904
9478500640,20140819T000000,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7,2250.0,0.0,2008,0,98042,47.3663,-122.114,2250,4500,12.586223364451623,8.410943391573527
2799800710,20150407T000000,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8,2420.0,0.0,2003,0,98042,47.3663,-122.122,2690,4750,12.614868865984631,8.46611040118692
7922800400,20140827T000000,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8,3250.0,0.0,1968,0,98008,47.588,-122.116,2960,11044,13.765270393051685,9.571017297294214
8079040320,20150223T000000,430000.0,4.0,3.0,1850.0,9976.0,2.0,0,0,3,8,1850.0,0.0,1991,0,98059,47.5059,-122.149,2270,8542,12.971542813248437,9.208037722913508
1516000055,20141210T000000,650000.0,3.0,2.25,2150.0,19160.0,1.0,0,3,4,8,1590.0,560.0,1959,0,98166,47.4336,-122.339,2570,18900,13.384729180332174,9.963453133703561
9558200045,20140828T000000,289000.0,3.0,1.75,1260.0,8400.0,1.0,0,0,3,7,1260.0,0.0,1954,0,98148,47.4366,-122.335,1290,8750,12.574185427296195,9.036106025364846
5072410070,20141021T000000,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8,2519.0,0.0,1973,0,98166,47.4428,-122.344,2500,9500,13.132315688453556,9.07004328643746
9528102996,20141207T000000,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,0,3,8,1540.0,0.0,2014,0,98115,47.6765,-122.32,1580,3090,13.215855541983634,6.951772164398911
1189001180,20140603T000000,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7,1110.0,550.0,1979,0,98122,47.6113,-122.297,1440,4080,12.959846800844963,8.699681400989514
3253500160,20141120T000000,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7,1770.0,1000.0,1925,0,98144,47.5747,-122.304,1440,4000,12.668629868984294,8.245384468120747
3394100030,20140909T000000,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10,2720.0,0.0,1989,0,98004,47.5815,-122.192,2750,11049,13.790193775620484,9.3101857069459
3717000160,20141009T000000,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7,2240.0,0.0,2005,0,98001,47.3378,-122.257,2221,4557,12.567240979056246,8.444407421690585
1274500060,20140825T000000,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7,1000.0,0.0,1968,0,98042,47.3621,-122.11,1010,12635,12.225880174775122,9.398561160701128
1802000060,20140612T000000,1325000.0,5.0,2.25,3200.0,19160.0,1.0,0,0,3,8,1600.0,1400.0,1965,0,98004,47.6303,-122.215,3390,20158,14.096923772119156,9.911406117780423
1525059190,20140912T000000,1040000.0,5.0,3.25,4234.5,19160.0,1.0,0,0,4,11,3070.0,1400.0,1973,0,98005,47.6525,-122.16,3530,38917,13.854732232655556,10.821676481693363
1049000060,20150105T000000,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7,1260.0,0.0,1972,0,98034,47.7362,-122.179,1640,4745,12.691583538230217,8.6328406149422
8820901275,20140610T000000,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7,2250.0,500.0,1916,0,98125,47.7168,-122.287,1510,7807,13.255146239950099,8.962904128092928
5416510140,20140710T000000,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8,2380.0,0.0,2005,0,98038,47.3608,-122.036,2420,5000,12.793862088206213,8.517393171418904
3444100400,20150316T000000,349000.0,3.0,1.75,1790.0,19160.0,1.0,0,0,5,7,1090.0,700.0,1965,0,98042,47.3511,-122.073,1940,50529,12.762830066509972,10.830322498285954
3276920270,20141105T000000,832500.0,4.0,3.625,3430.0,19160.0,2.0,0,0,4,10,2390.0,1040.0,1986,0,98075,47.5822,-121.987,3240,35020,13.632189702037216,10.466041875887068
4036801170,20141013T000000,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7,880.0,880.0,1956,0,98008,47.6034,-122.125,1680,7500,12.847929163278053,8.895766604056085
2391600320,20150420T000000,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7,1040.0,0.0,1941,0,98116,47.5636,-122.394,890,5060,13.081543466215237,8.529319371214077
6300000287,20140609T000000,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7,910.0,500.0,1956,0,98133,47.7073,-122.34,1130,5693,12.923914877701906,8.529319371214077
1531000030,20150323T000000,720000.0,4.0,2.5,3450.0,19160.0,2.0,0,0,3,10,3450.0,0.0,2002,0,98010,47.342,-122.025,3350,39750,13.487007879880162,10.588703362769794
5104520400,20141202T000000,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8,2350.0,0.0,2003,0,98038,47.3512,-122.008,2350,5363,12.873904582205107,8.537191877922927
7437100340,20141222T000000,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7,1900.0,0.0,1992,0,98038,47.349,-122.031,1870,6405,12.793862088206213,8.681011276645632
9418400240,20141028T000000,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7,1010.0,1010.0,1948,0,98118,47.5474,-122.291,1720,6720,12.779875885354993,8.812992231969966
1523059105,20150128T000000,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8,1680.0,0.0,1964,0,98059,47.4811,-122.149,1850,8797,12.782688818818986,9.072571442231286
1133000671,20140602T000000,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6,960.0,0.0,1952,0,98125,47.7264,-122.31,1570,7203,12.660331092405906,8.800113946766308
4232902595,20141114T000000,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9,1900.0,240.0,1925,0,98119,47.6337,-122.365,2020,4800,13.753636218075409,8.188966863648876
2599001200,20141103T000000,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7,2660.0,0.0,1961,0,98092,47.2909,-122.189,1590,8165,12.628070334272698,9.036106025364846
3342103156,20140618T000000,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9,1980.0,790.0,2006,0,98056,47.5228,-122.199,1900,7349,13.04115549117383,8.744966011114109
1332700270,20140519T000000,215000.0,2.0,2.25,1610.0,2040.0,2.0,0,0,4,7,1610.0,0.0,1979,0,98056,47.518,-122.194,1950,2025,12.278397958261774,7.621195162809845
3869900162,20140904T000000,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7,765.0,265.0,2006,0,98136,47.5394,-122.387,1030,1106,12.721888795877375,6.9726062513017535
2791500270,20140522T000000,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7,1980.0,0.0,1988,0,98023,47.2897,-122.372,1980,7510,12.40287632827253,8.909775673693389
5036300431,20150311T000000,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10,3520.0,0.0,2001,0,98199,47.6506,-122.391,2520,6250,13.910712550098342,8.756839814829462
4168000060,20150226T000000,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,0,3,7,1200.0,0.0,1962,0,98023,47.322,-122.351,1350,10500,11.938199736300925,9.259225769705994
6021501535,20140725T000000,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570,4500,12.971542813248437,8.517393171418904
6021501535,20141223T000000,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570,4500,13.45883704259595,8.517393171418904
1483300570,20140908T000000,905000.0,4.0,2.5,3300.0,10250.0,1.0,0,0,3,7,2390.0,910.0,1946,1991,98040,47.5873,-122.249,1950,6045,13.715691327653829,9.235130540783402
3422049190,20150330T000000,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7,1960.0,0.0,1967,0,98032,47.3576,-122.277,1750,15616,12.419169901386761,9.660268836790868
1099611230,20140912T000000,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7,1160.0,0.0,1975,0,98023,47.3036,-122.378,1160,6400,12.201065128819632,8.764209507142004
722079104,20140711T000000,314000.0,3.0,1.75,1810.0,19160.0,1.0,0,0,5,7,1210.0,600.0,1980,0,98038,47.4109,-121.958,1650,135036,12.657151449598695,10.640675541671662
7338200240,20140516T000000,437500.0,3.0,2.5,2320.0,19160.0,2.0,0,2,3,9,2320.0,0.0,1992,0,98045,47.4838,-121.714,2550,35065,12.988834270491479,10.514556622060466
1952200240,20140611T000000,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270.0,800.0,1910,0,98102,47.6415,-122.315,2200,4500,13.653968797939685,9.491148875484791
5200100125,20141027T000000,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440.0,540.0,1929,0,98117,47.6775,-122.372,1610,3478,13.22672519452875,8.154500175151941
7214720075,20141212T000000,699950.0,3.0,2.25,2190.0,19160.0,2.0,0,0,4,8,2190.0,0.0,1983,0,98077,47.7731,-122.08,2570,47777,13.458765611575428,11.586120163073273
2450000295,20141007T000000,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920.0,0.0,1950,2010,98004,47.5814,-122.196,2370,8113,13.89985262551525,9.001346243766392
6197800045,20140924T000000,290000.0,3.0,1.0,1210.0,19160.0,1.0,0,0,3,7,1210.0,0.0,1954,0,98058,47.4375,-122.184,1640,14910,12.577639650232573,10.43176008990584
1328310370,20150402T000000,375000.0,3.0,2.5,2340.0,10005.0,1.0,0,0,4,8,1460.0,880.0,1978,0,98058,47.4431,-122.133,2250,8162,12.834683971615659,9.21094019204815
546000875,20140523T000000,460000.0,3.0,1.0,1670.0,4005.0,1.5,0,0,4,7,1170.0,500.0,1939,0,98117,47.6878,-122.38,1240,4005,13.038983942375959,8.295548516225763
3530510041,20140723T000000,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240.0,0.0,1985,0,98198,47.3813,-122.322,1270,4966,12.146858590895919,7.821643126239982
1853000400,20150305T000000,680000.0,4.0,2.5,3140.0,19160.0,2.0,0,0,4,10,3140.0,0.0,1991,0,98077,47.7304,-122.082,2990,35001,13.429849547739444,10.24131601192848
3134100116,20140827T000000,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030.0,0.0,1942,0,98052,47.6417,-122.109,2500,9433,13.060490101343552,9.42084437974393
9545230140,20140725T000000,597750.0,4.0,2.5,2310.0,9624.0,2.0,0,0,3,8,2310.0,0.0,1984,0,98027,47.5386,-122.053,1940,9636,13.300929558259364,9.172119159155985
3362400511,20150304T000000,570000.0,3.0,1.75,1260.0,3328.0,1.0,0,0,5,6,700.0,560.0,1905,0,98103,47.6823,-122.349,1380,3536,13.25339339419516,8.110427237575024
2525310310,20140916T000000,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160.0,380.0,1980,0,98038,47.3624,-122.031,1540,11656,12.515397562803473,9.441531454869693
6126500060,20141124T000000,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080.0,1000.0,1971,0,98108,47.5474,-122.295,2090,5500,12.706699437569211,8.694502206386648
8961960160,20141028T000000,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520.0,710.0,2001,0,98001,47.3183,-122.253,2640,8517,13.081543466215237,9.691036630760662
3626039325,20141121T000000,740500.0,3.0,3.5,4234.5,6350.0,2.0,0,0,3,8,2780.0,1400.0,1900,1999,98117,47.6981,-122.368,1830,6350,13.51508226312797,8.756367559802975
3362400431,20140626T000000,518500.0,3.0,3.5,1590.0,1102.0,3.0,0,0,3,8,1590.0,0.0,2010,0,98103,47.6824,-122.347,1620,3166,13.158697235290168,7.005789019253503
4060000240,20140623T000000,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880.0,0.0,1945,0,98178,47.5009,-122.248,1190,6780,12.232841150744216,8.821879862683842
3454800060,20150108T000000,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570.0,0.0,1950,0,98168,47.4965,-122.303,1880,9000,12.054092109237121,9.169622538697624
1695900060,20150511T000000,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610.0,0.0,1925,0,98144,47.587,-122.294,1610,4040,13.190023895035274,8.000684784514748
7278700070,20150102T000000,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560.0,840.0,1964,0,98177,47.7728,-122.386,2340,10856,13.399996629152975,8.775703886567738
6675500070,20141119T000000,391500.0,3.0,2.0,1450.0,9132.0,1.0,0,0,3,7,1450.0,0.0,1987,0,98034,47.7288,-122.226,1580,9104,12.87774334868815,9.11964950669168
3626039187,20150406T000000,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770.0,0.0,1953,0,98117,47.6999,-122.364,1710,6000,12.886643575525625,8.699681400989514
3524049083,20141104T000000,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720.0,380.0,1924,0,98118,47.5299,-122.266,1850,4400,13.005831808336863,8.38958706681109
3275860240,20140618T000000,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910.0,0.0,1990,0,98052,47.6897,-122.098,2700,13992,13.554147092530322,9.230633075243945
4389200955,20150302T000000,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980.0,770.0,1914,1992,98004,47.6141,-122.212,3060,11275,14.187074804051692,9.786391780659882
4058801670,20140717T000000,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620.0,480.0,1967,0,98178,47.5091,-122.244,2660,8712,13.005831808336863,9.012133305952004
8732020310,20140717T000000,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360.0,800.0,1978,0,98023,47.3129,-122.39,2090,8400,12.468440756144114,9.083869707922235
2331300505,20140613T000000,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720.0,600.0,1926,0,98103,47.6763,-122.352,1700,4960,13.620104977426395,8.509362612301048
7853210060,20150406T000000,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070.0,0.0,2004,0,98065,47.5319,-121.85,1970,3748,12.971542813248437,8.368925174747135
3668000070,20150105T000000,212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7,1060.0,0.0,1986,0,98092,47.2761,-122.152,1420,7680,12.264346270624157,8.971575439759016
9545240070,20150428T000000,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440.0,570.0,1986,0,98027,47.5343,-122.054,2060,9793,13.400753916947913,9.169934957341145
1243100136,20140612T000000,784000.0,3.0,3.5,3950.0,19160.0,1.5,0,0,3,9,2460.0,1400.0,1989,0,98052,47.697,-122.072,2480,88500,13.572165574841936,11.617996938859507
8929000270,20140512T000000,453246.0,3.0,2.5,2010.0,2287.0,2.0,0,0,3,8,1390.0,620.0,2014,0,98029,47.5517,-121.998,1690,1662,13.024192509731431,7.7354333524996886
2767602356,20150126T000000,675000.0,4.0,3.5,2140.0,2278.0,3.0,0,0,3,9,2140.0,0.0,2005,0,98107,47.6734,-122.38,1540,2285,13.42246945133505,7.731492029245684
921049315,20140813T000000,199000.0,3.0,1.75,1320.0,17390.0,1.0,0,0,4,7,1320.0,0.0,1956,0,98003,47.3257,-122.296,1550,19265,12.201065128819632,9.763708110007842
3655000070,20140805T000000,220000.0,4.0,1.75,2020.0,7840.0,1.0,0,0,3,7,1010.0,1010.0,1968,0,98003,47.3309,-122.299,1750,8140,12.301387370778713,8.967121656230923
4027700812,20140529T000000,452000.0,4.0,2.25,2590.0,10002.0,1.0,0,0,4,8,1340.0,1250.0,1968,0,98028,47.7689,-122.266,1550,10436,13.021439671201302,9.21064032698518
3992700335,20140707T000000,382500.0,2.0,1.0,1190.0,4440.0,1.0,0,0,3,6,1190.0,0.0,1981,0,98125,47.7135,-122.287,1060,5715,12.854486546624395,8.398634855292102
2767603505,20140507T000000,519950.0,3.0,2.25,1170.0,1249.0,3.0,0,0,3,8,1170.0,0.0,2014,0,98107,47.6722,-122.381,1350,1310,13.161489855348382,7.1308988302963465
4232901525,20140627T000000,665000.0,2.0,1.0,1110.0,3200.0,1.0,0,0,3,7,1110.0,0.0,1925,0,98119,47.6338,-122.358,1170,3600,13.407543823396258,8.071218539969863
1777500060,20140708T000000,527700.0,5.0,2.5,2820.0,9375.0,1.0,0,0,4,8,1550.0,1270.0,1968,0,98006,47.5707,-122.128,2820,9375,13.17628511440807,9.145908511816794
1432900240,20150508T000000,205000.0,3.0,1.0,1610.0,8579.0,1.0,0,0,4,7,1010.0,600.0,1962,0,98058,47.4563,-122.171,1610,8579,12.230770136157428,9.057189192482008
